Agmt Id,Cust Age,Cust Gender,Cust Cibil Score,Cust Employment Type,Cust Net Salary,Coborrower Flag,App Score Risk,Agmt Date,Seizure Date,Sold Date,Tenure,Cust Net IRR,Sold Date Month,Sold Date Year,Seizure Date Month,Seizure Date Year,Cust Branch,Cust Region,Cust State,Pincode Tier,RC Availability,Registration Flag,Asset Disc Flag,Asset Alloy Flag,Asset Variant,Asset Model,Asset Fuel Type,Asset Cost At Disbursal,Loan Amount,LTV,OS Balance At Liquidation,Asset Age Months At Seizure,Months Spent In Yard,Asset Bodycondition,Asset Tyrecondition,Asset Generalcondition,Asset Enginecondition,Asset Accident Flag,Traiffic Challan Amount,Target Sold Amount At Liquidation,Asset_Health_Index,Recovery_Efficiency_Index,LGD,LGD_pct,Depreciation_Pct,Asset_Age_Group,Residual_Value_Forecast,Residual_Loss,Residual_Risk_Score,Risk_Band,Profitability_Score,Recommended_LTV,Recommended_Tenure,Expected_Profit,PD,Expected_Loss,Interest_Income
ASSET_5444,28,M,-1,SAL,50000,N,VERY HIGH RISK,2024-11-03,2025-05-14,2025-06-26,36,25.38,6,2025,5,2025,HARYANA,NORTH I,HR,06 Semi-Urban,N,REG,0,0,TVS SPORT ES,SPORT,Petrol,76203,71222,0.9346351193522564,72734.0,6.4,1.433333333333333,G,G,G,G,No,0,30500.0,100.0,41.93362114004454,42234.0,58.06637885995546,59.975329055286544,0-1 Year,30192.377242558956,46010.62275744104,60.37901756812861,Medium,52.56374805657297,75,48,50946.06097940472,0.08,3282.3698205952837,54228.4308
ASSET_5445,24,M,709,SAL,32500,N,HIGH RISK,2024-06-25,2025-08-09,2025-10-31,29,25.34,10,2025,8,2025,HARYANA,NORTH I,HR,05 Urban,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,116700,102798,0.8808740359897173,78848.0,13.66666666666667,2.766666666666667,G,G,G,G,No,0,51000.0,100.0,64.68141233766234,27848.0,35.31858766233766,56.29820051413882,1-2 Years,41631.682480110525,75068.31751988948,64.32589333323862,High,50.74819561890944,65,36,51941.84474641989,0.18,11009.937153580106,62951.781899999994
ASSET_5446,21,M,730,SAL,30500,N,MEDIUM RISK,2025-02-23,2025-12-18,2026-01-30,36,19.55,1,2026,12,2025,HARYANA,NORTH I,HR,04 Metro,N,REG,1,0,TVS RAIDER DRUM,RAIDER,Petrol,127618,103000,0.8070961776551897,94230.0,9.933333333333334,1.433333333333333,G,G,G,G,No,16000,41500.0,100.0,44.04117584633344,52730.0,55.95882415366656,67.48107633719381,0-1 Year,42121.0911821303,85496.9088178697,66.994396415764,Critical,25.45064874633906,50,24,39101.88191374561,0.35,21307.61808625439,60409.5
ASSET_5447,50,M,787,SEP,25000,N,VERY HIGH RISK,2023-03-18,2025-05-24,2025-06-23,36,25.04,6,2025,5,2025,HARYANA,NORTH I,HR,05 Urban,N,REG,0,0,TVS SPORT ELS,SPORT,Petrol,79666,72950,0.9156980393141364,61547.0,26.6,1.0,A,A,A,A,No,0,22000.0,70.0,35.74504037564788,39547.0,64.25495962435213,72.3847061481686,2-3 Years,23345.878329436608,56320.12167056339,70.69530498652298,Critical,46.834888893392026,50,24,37438.597415302815,0.35,17361.442584697186,54800.04
ASSET_5448,22,M,-1,SAL,20000,N,VERY HIGH RISK,2023-03-27,2025-08-07,2025-09-30,36,26.17,9,2025,8,2025,HARYANA,NORTH I,HR,06 Semi-Urban,N,REG,1,0,APACHE RTR 160 4V SPL EDITION,APACHE,Petrol,158395,134600,0.8497742984311374,179773.0,28.8,1.8,G,G,G,G,No,0,63000.0,100.0,35.04419462321928,116773.0,64.95580537678072,60.226017235392526,2-3 Years,49468.546669584655,108926.45333041534,68.76887106942475,Critical,52.35915175190872,50,24,75878.45133435464,0.35,29796.008665645368,105674.46
ASSET_5449,27,M,764,SAL,35000,N,VERY HIGH RISK,2024-05-09,2025-05-28,2025-06-24,35,26.01,6,2025,5,2025,HARYANA,NORTH I,HR,05 Urban,N,REG,0,0,TVS SPORT ES,SPORT,Petrol,76203,73725,0.9674815952127868,66900.0,12.8,0.9,A,P,G,A,No,0,35500.0,69.5,53.064275037369214,31400.0,46.93572496263079,53.41390758894007,1-2 Years,28507.744560868952,47695.25543913105,62.589734576238534,High,54.27171214512894,65,36,47790.52214595642,0.18,8139.105979043588,55929.62812500001
ASSET_5450,51,M,757,SAL,18000,N,VERY HIGH RISK,2024-10-20,2026-05-30,2026-06-25,36,25.28,6,2026,5,2026,HARYANA,NORTH I,HR,06 Semi-Urban,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,91017,88477,0.9720931254600788,64767.0,19.56666666666667,0.8666666666666667,A,A,A,A,Yes,0,37000.0,70.0,57.127858322911365,27767.0,42.87214167708864,59.34825362294956,1-2 Years,32633.062699138427,58383.93730086157,64.14618950400649,High,50.57265120986444,65,36,57049.048085844915,0.18,10051.908714155083,67100.9568
ASSET_5451,23,M,734,SAL,37500,N,LOW RISK,2025-06-08,2026-06-27,2026-07-27,23,17.45,7,2026,6,2026,HARYANA,NORTH I,HR,04 Metro,N,REG,0,0,TVS SPORT ES,SPORT,Petrol,76203,68499,0.8989016180465336,45806.0,12.8,1.0,A,P,A,A,No,2000,30000.0,62.0,65.49360345806227,15806.0,34.50639654193774,60.63147120192119,1-2 Years,29091.37065947402,47111.62934052598,61.823851213897065,High,18.83918644591881,65,36,15816.688093705325,0.18,7093.3732812946755,22910.061375
ASSET_5452,28,M,-1,SAL,30000,N,VERY HIGH RISK,2024-10-26,2025-05-23,2025-06-23,23,24.33,6,2025,5,2025,HARYANA,NORTH I,HR,06 Semi-Urban,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,90466,85800,0.9484226118099618,78595.0,6.966666666666667,1.033333333333333,G,G,G,G,No,0,58000.0,100.0,73.79604300528023,20595.0,26.203956994719768,35.887515751774146,0-1 Year,47700.900576652486,42765.099423347514,47.27201315781345,Low,53.65261129258669,85,60,38867.71201729957,0.03,1142.9729827004253,40010.685
ASSET_5453,25,M,764,SEP,20000,N,HIGH RISK,2021-07-21,2025-03-28,2025-04-24,36,24.58,4,2025,3,2025,HARYANA,NORTH I,HR,06 Semi-Urban,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,81500,73000,0.8957055214723927,63492.0,44.86666666666667,0.9,G,G,G,G,No,0,30000.0,100.0,47.25004725004725,33492.0,52.749952749952755,63.190184049079754,3-5 Years,26479.24384501612,55020.75615498388,67.51013025151397,Critical,46.24396115643211,50,24,37547.935345755635,0.35,16282.264654244356,53830.19999999999
ASSET_5454,51,F,750,SAL,35000,N,VERY HIGH RISK,2024-11-22,2025-02-27,2025-04-29,35,25.78,4,2025,2,2025,HARYANA,NORTH I,HR,06 Semi-Urban,N,REG,1,0,NTORQ RACE EDITION DISC,NTORQ,Petrol,117476,112500,0.9576424120671456,117382.0,3.233333333333333,2.033333333333333,G,G,G,G,No,0,60000.0,100.0,51.11516246102469,57382.0,48.88483753897531,48.92573802308557,0-1 Year,48128.25262080895,69347.74737919105,59.03141695256141,Medium,54.797271593447825,75,48,79440.88520966472,0.08,5149.739790335284,84590.625
ASSET_5455,22,M,664,SAL,35000,N,HIGH RISK,2022-10-03,2026-02-28,2026-03-31,48,26.11,3,2026,2,2026,HARYANA,NORTH I,HR,07 Rural,N,REG,0,0,TVS SPORT ES,SPORT,Petrol,71078,64000,0.9004192577168744,22566.0,41.46666666666667,1.033333333333333,A,A,A,A,No,1000,20000.0,70.0,88.62891075068687,2566.0,11.371089249313126,71.86189819634767,3-5 Years,19411.59049436013,51666.409505639866,72.68973452494424,Critical,50.47093016230348,50,24,51235.65667302605,0.35,15605.943326973951,66841.6
ASSET_5456,36,M,763,SEP,35000,N,LOW RISK,2022-03-28,2025-07-21,2025-12-26,48,23.51,12,2025,7,2025,HARYANA,NORTH I,HR,06 Semi-Urban,N,REG,1,0,APACHE RTR 160 2V DISC,APACHE,Petrol,138000,107950,0.7822463768115943,79234.0,40.36666666666667,5.266666666666667,A,A,A,A,No,2500,29000.0,70.0,36.6004493020673,50234.0,63.3995506979327,78.98550724637681,3-5 Years,39808.55406154613,98191.44593845386,71.1532216945318,Critical,40.25330578918745,50,24,77666.67392154114,0.35,23849.50607845885,101516.18
ASSET_5457,50,M,675,SAL,35000,N,MEDIUM RISK,2023-11-20,2025-10-17,2025-11-29,36,25.89,11,2025,10,2025,HARYANA,NORTH I,HR,05 Urban,N,REG,1,0,NTORQ RACE XP,NTORQ,Petrol,120355,110617,0.9190893606414358,68993.0,23.23333333333333,1.433333333333333,A,A,A,A,No,0,28000.0,70.0,40.5838273448031,40993.0,59.41617265519691,76.73549083959952,1-2 Years,39248.85492923885,81106.14507076115,67.38909482012477,Critical,51.765969238318746,50,24,60937.3731252336,0.35,24978.8507747664,85916.2239
ASSET_5458,21,F,728,SEP,48000,N,VERY HIGH RISK,2023-10-28,2025-04-30,2025-06-25,36,25.9,6,2025,4,2025,HARYANA,NORTH I,HR,07 Rural,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,91017,86464,0.9499763780392674,59684.0,18.33333333333333,1.866666666666667,A,A,A,G,No,12000,32000.0,80.5,53.61570940285504,27684.0,46.38429059714496,64.84173286309151,1-2 Years,29978.053892607313,61038.94610739269,67.06323665622102,Critical,51.943836715871306,50,24,47412.446862412566,0.35,19770.08113758744,67182.528
ASSET_5459,23,M,726,SEP,30000,N,VERY HIGH RISK,2022-10-13,2025-04-24,2025-05-20,29,25.24,5,2025,4,2025,HARYANA,NORTH I,HR,05 Urban,N,REG,0,0,TVS SPORT ES,SPORT,Petrol,71726,63000,0.8783425814906728,19810.0,30.8,0.8666666666666667,A,A,A,A,No,0,21000.0,70.0,106.0070671378092,-1190.0,-6.007067137809187,70.7219139503109,2-3 Years,22578.659161237785,49147.34083876222,68.52095591384186,Critical,48.57838239173287,50,24,24280.430706433224,0.35,14147.469293566775,38427.9
ASSET_5460,24,F,-1,SAL,20000,N,VERY HIGH RISK,2023-01-11,2025-05-28,2025-06-23,36,23.64,6,2025,5,2025,HARYANA,NORTH I,HR,05 Urban,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,87730,79949,0.9113074204946996,36278.0,28.93333333333333,0.8666666666666667,A,G,G,A,No,0,29000.0,83.5,79.93825458955841,7278.0,20.06174541044159,66.94403282799499,2-3 Years,30731.883604349605,56998.116395650395,64.96992636002553,High,43.37884141994297,65,36,47840.74984878293,0.18,8859.08095121707,56699.8308
ASSET_5461,28,M,-1,NREGI,35000,N,VERY HIGH RISK,2023-10-19,2025-04-08,2025-05-22,36,25.93,5,2025,4,2025,HARYANA,NORTH I,HR,07 Rural,N,REG,0,0,TVS SPORT ES,SPORT,Petrol,74628,70818,0.9489467760090048,79758.0,17.9,1.466666666666667,G,G,G,G,No,0,23000.0,100.0,28.837232628701827,56758.0,71.16276737129817,69.18046845687945,1-2 Years,26261.58352794778,48366.416472052224,64.81001296035298,High,53.01023744950631,65,36,47069.1672350306,0.18,8020.1549649694,55089.3222
ASSET_5462,44,M,-1,SAL,48000,N,VERY HIGH RISK,2024-01-27,2025-12-08,2026-01-27,36,24.45,1,2026,12,2025,HARYANA,NORTH I,HR,06 Semi-Urban,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,91017,87527,0.9616555149038092,53774.0,22.7,1.666666666666667,A,A,A,A,No,0,30000.0,70.0,55.78904303194852,23774.0,44.21095696805148,67.03912455914829,1-2 Years,36254.57699636767,54762.42300363233,60.167246782065256,Medium,48.76788233714169,75,48,60099.26065970941,0.08,4101.793840290587,64201.0545
ASSET_5463,40,M,757,SAL,28500,N,HIGH RISK,2024-09-27,2025-07-10,2025-08-27,23,20.84,8,2025,7,2025,HARYANA,NORTH I,HR,06 Semi-Urban,N,REG,1,0,RADEON DRUM,RADEON,Petrol,100890,90295,0.8949846367330756,81011.0,9.533333333333331,1.6,A,A,A,A,No,0,39000.0,70.0,48.14161039858785,42011.0,51.85838960141216,61.344038061254835,0-1 Year,40724.18067434773,60165.81932565227,59.63506722732904,Medium,33.9123293834346,75,48,32101.16728728115,0.08,3965.665546052182,36066.832833333334
ASSET_5464,29,F,705,SEP,20000,N,VERY HIGH RISK,2022-10-27,2025-09-27,2025-10-29,36,25.34,10,2025,9,2025,HARYANA,NORTH I,HR,05 Urban,N,REG,0,0,TVS SPORT ES,SPORT,Petrol,71726,62000,0.8644006357527256,63847.0,35.53333333333333,1.066666666666667,A,A,A,A,No,0,18000.0,70.0,28.19239745015428,45847.0,71.80760254984573,74.90449767169505,2-3 Years,22291.28373508887,49434.71626491113,68.92161317362063,Critical,48.82870888639338,50,24,33234.349307281096,0.35,13898.050692718894,47132.399999999994
ASSET_5465,30,M,-1,SAL,27900,N,HIGH RISK,2022-06-30,2025-04-07,2025-05-26,36,23.06,5,2025,4,2025,HARYANA,NORTH I,HR,06 Semi-Urban,N,REG,0,0,TVS SPORT ELS,SPORT,Petrol,76355,62950,0.8244384781612206,38937.0,33.73333333333333,1.633333333333333,P,P,P,P,No,0,15000.0,30.0,38.52376916557516,23937.0,61.47623083442484,80.35492109226638,2-3 Years,20854.08489717152,55500.91510282848,72.68799044309931,Critical,37.732773870576175,50,24,28815.239714010037,0.35,14733.570285989968,43548.810000000005
ASSET_5466,41,F,-1,SEP,35000,N,VERY HIGH RISK,2024-03-20,2025-05-13,2025-06-23,36,27.86,6,2025,5,2025,HARYANA,NORTH I,HR,07 Rural,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,91017,85434,0.938659810804575,99381.0,13.96666666666667,1.366666666666667,A,A,A,A,No,0,42000.0,70.0,42.26159929966492,57381.0,57.73840070033508,53.854774382807605,1-2 Years,36190.13724121988,54826.86275878012,60.23804647349409,Medium,62.98080235382495,75,48,67466.22817929758,0.08,3939.5090207024095,71405.73719999999
ASSET_5467,28,M,-1,SAL,35000,N,VERY HIGH RISK,2024-08-24,2025-06-12,2025-09-23,36,23.07,9,2025,6,2025,HARYANA,NORTH I,HR,06 Semi-Urban,Y,REG,0,0,TVS IQUBE 3.5KWH,TVS,EV,145461,121500,0.8352754346525872,131791.0,9.733333333333333,3.433333333333333,G,G,G,G,No,0,68000.0,100.0,51.596846522144915,63791.0,48.403153477855085,53.25207443919676,0-1 Year,70021.28660535126,75439.71339464874,51.86250156031428,Low,46.47268832945655,85,60,82545.78859816054,0.03,1544.3614018394624,84090.15
ASSET_5468,21,M,-1,SAL,42000,N,VERY HIGH RISK,2023-06-30,2025-08-08,2025-12-29,36,23.9,12,2025,8,2025,HARYANA,NORTH I,HR,06 Semi-Urban,N,REG,0,0,TVS SPORT ES,SPORT,Petrol,74628,68171,0.91347751514177,87253.0,25.66666666666667,4.766666666666667,A,A,A,A,No,0,13000.0,70.0,14.899201173598616,74253.0,85.10079882640139,82.58026477997534,2-3 Years,22052.470409296715,52575.529590703285,70.45013880943249,Critical,42.17586783245713,50,24,32737.12164325385,0.35,16141.485356746149,48878.606999999996
ASSET_5469,48,M,751,SEP,35000,N,HIGH RISK,2024-11-07,2025-10-28,2026-03-05,23,23.05,3,2026,10,2025,HARYANA,NORTH I,HR,04 Metro,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,101714,89400,0.8789350531883516,77013.0,11.83333333333333,4.266666666666667,G,G,G,G,No,1000,45000.0,100.0,58.4316933504733,32013.0,41.568306649526704,55.758302691861495,0-1 Year,47607.7703293898,54106.2296706102,53.19447634603909,Low,45.83283094522065,85,60,38242.4081098817,0.03,1253.7668901183058,39496.175
ASSET_5470,46,M,767,SEP,40000,N,LOW RISK,2022-11-27,2026-01-09,2026-02-23,36,25.27,2,2026,1,2026,HARYANA,NORTH I,HR,07 Rural,N,REG,1,0,JUPITER 110 DISC,JUPITER,Petrol,102375,92000,0.8986568986568987,65709.0,37.96666666666667,1.5,G,G,G,G,No,0,30000.0,100.0,45.65584623110989,35709.0,54.3441537688901,70.6959706959707,3-5 Years,29147.671114294568,73227.32888570543,71.52852638408345,Critical,47.44751589519095,50,24,47746.8848900031,0.35,21998.3151099969,69745.2
ASSET_5471,23,M,761,SAL,35000,N,VERY HIGH RISK,2023-11-17,2025-05-28,2025-06-23,23,25.15,6,2025,5,2025,HARYANA,NORTH I,HR,06 Semi-Urban,N,REG,0,0,TVS SPORT ES,SPORT,Petrol,75134,69629,0.9267309074453642,35956.0,18.6,0.8666666666666667,A,A,A,G,Yes,0,17000.0,80.5,47.28000889976638,18956.0,52.71999110023362,77.37375888412703,1-2 Years,19806.44800245265,55327.55199754735,73.6385018733827,Critical,46.06504388703325,50,24,16126.186009191759,0.35,17437.89319914157,33564.07920833333
ASSET_5472,21,F,711,NREGI,25000,N,VERY HIGH RISK,2023-12-18,2025-08-22,2025-09-26,36,25.93,9,2025,8,2025,HARYANA,NORTH I,HR,05 Urban,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,91017,86714,0.9527231176593384,68754.0,20.43333333333333,1.166666666666667,A,G,A,A,No,0,37000.0,76.0,53.815050760683015,31754.0,46.184949239316985,59.34825362294956,1-2 Years,36716.51673791945,54300.48326208055,59.659715505983,Medium,55.161353700176775,75,48,63455.02193903356,0.08,3999.798660966444,67454.8206
ASSET_5473,28,M,697,SEP,30000,N,VERY HIGH RISK,2023-05-31,2025-07-25,2025-08-26,36,23.36,8,2025,7,2025,HARYANA,NORTH I,HR,05 Urban,N,REG,1,0,APACHE RTR 160 2V DISC,APACHE,Petrol,152254,130876,0.859589895831965,66485.46,26.2,1.066666666666667,G,G,G,G,No,16000,53000.0,100.0,79.71667790220597,13485.460000000006,20.28332209779402,65.18974870939351,2-3 Years,48566.28340258573,103687.71659741428,68.1018013302864,Critical,40.90128497615997,50,24,62909.499990904995,0.35,28808.400809094994,91717.90079999999
ASSET_5474,22,M,633,SAL,42000,N,VERY HIGH RISK,2022-11-22,2025-05-08,2025-06-30,36,25.19,6,2025,5,2025,HARYANA,NORTH I,HR,06 Semi-Urban,N,REG,1,0,APACHE RTR 160 2V DISC,APACHE,Petrol,148542,125850,0.8472351254190734,117840.0,29.93333333333333,1.766666666666667,G,A,G,A,No,0,51000.0,83.5,43.27902240325866,66840.0,56.72097759674134,65.66627620470979,2-3 Years,54109.15639207865,94432.84360792136,63.5731601889845,High,50.43608590267963,65,36,82191.49315057417,0.18,12913.351849425844,95104.84500000002
ASSET_5475,54,M,-1,SAL,35000,N,VERY HIGH RISK,2023-11-22,2025-08-29,2025-09-26,36,25.95,9,2025,8,2025,HARYANA,NORTH I,HR,05 Urban,Y,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,91017,85753,0.9421646505597856,58551.0,21.53333333333333,0.9333333333333332,P,A,A,G,No,0,34000.0,72.5,58.069033833751774,24551.0,41.930966166248226,62.64434116703473,1-2 Years,36631.90862271598,54385.09137728402,59.75267409086656,Medium,55.20606151163655,75,48,62829.02318981728,0.08,3929.687310182722,66758.7105
ASSET_5476,32,M,-1,SEP,25000,N,HIGH RISK,2022-07-28,2025-04-16,2025-05-20,23,25.01,5,2025,4,2025,HARYANA,NORTH I,HR,06 Semi-Urban,N,REG,0,0,TVS XL 100 HD ITS,MOPEDS,Petrol,67186,56000,0.8335069806209627,20944.0,33.1,1.133333333333333,G,G,P,G,No,0,23000.0,82.5,109.816653934301,-2056.0,-9.816653934300994,65.76667758163903,2-3 Years,21169.781382097623,46016.21861790238,68.49078471393204,Critical,47.630346737215326,50,24,14653.490150400834,0.35,12190.576516265832,26844.066666666666
ASSET_5477,45,M,777,SEP,30000,N,MEDIUM RISK,2023-04-19,2025-09-28,2025-10-31,36,26.02,10,2025,9,2025,HARYANA,NORTH I,HR,06 Semi-Urban,N,REG,0,0,TVS SPORT ES,SPORT,Petrol,73784,64424,0.873143228884311,65179.0,29.76666666666667,1.1,G,G,G,G,No,0,22000.0,100.0,33.753202718667055,43179.0,66.24679728133295,70.18323755827822,2-3 Years,23900.511811029297,49883.4881889707,67.60745986795335,Critical,52.217733926382536,50,24,36106.153533860255,0.35,14183.220866139745,50289.3744
ASSET_5478,23,F,-1,SAL,25000,N,VERY HIGH RISK,2023-11-30,2025-07-17,2025-08-26,36,24.45,8,2025,7,2025,HARYANA,NORTH I,HR,07 Rural,N,REG,0,0,TVS SPORT ES,SPORT,Petrol,75247,73095,0.9714008531901605,56741.0,19.83333333333333,1.333333333333333,G,A,G,A,No,1000,24000.0,83.5,42.29745686540597,32741.0,57.70254313459403,68.10504073252089,1-2 Years,26138.79197681983,49108.20802318017,65.26267894159258,High,46.63968158375648,65,36,45163.065055827574,0.18,8452.117444172429,53615.1825
ASSET_5479,18,M,-1,SAL,15000,Y,HIGH RISK,2023-03-29,2025-06-30,2025-07-23,36,25.85,7,2025,6,2025,HARYANA,NORTH I,HR,05 Urban,N,REG,1,0,APACHE RTR 180,APACHE,Petrol,159002,135017,0.8491528408447693,65515.0,27.46666666666667,0.7666666666666667,G,G,G,G,No,0,57500.0,100.0,87.76616042127758,8015.0,12.23383957872243,63.83693286876895,2-3 Years,45626.04031769792,113375.95968230208,71.30473810537106,Critical,49.9634616190524,50,24,73418.84761119427,0.35,31286.835888805726,104705.6835
ASSET_5480,30,M,-1,AGR,40000,N,VERY HIGH RISK,2023-11-06,2026-01-16,2026-02-24,36,25.4,2,2026,1,2026,HARYANA,NORTH I,HR,07 Rural,N,REG,0,0,TVS SPORT ES,SPORT,Petrol,75247,71221,0.9464962058288038,52055.0,26.73333333333333,1.3,A,A,A,A,No,0,20000.0,70.0,38.42090097012775,32055.0,61.57909902987225,73.42086727710074,2-3 Years,21504.23997943628,53742.76002056372,71.42179757407435,Critical,48.03506199914062,50,24,36869.53599280269,0.35,17400.866007197303,54270.401999999995
ASSET_5481,21,M,-1,SAL,25000,N,VERY HIGH RISK,2024-10-24,2025-05-29,2025-07-25,36,26.59,7,2025,5,2025,HARYANA,NORTH I,HR,07 Rural,Y,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,90466,87616,0.9684964517056132,85460.0,7.233333333333333,1.9,G,G,G,G,No,0,56000.0,100.0,65.52773227240814,29460.0,34.472267727591856,38.098291070678485,0-1 Year,53924.414734550206,36541.585265449794,40.39261740924744,Low,65.96522193624575,85,60,68880.5356420365,0.03,1010.7475579634938,69891.28319999999
ASSET_5482,42,M,-1,SEP,35000,N,VERY HIGH RISK,2022-01-13,2025-06-30,2025-07-26,29,23.04,7,2025,6,2025,HARYANA,NORTH I,HR,06 Semi-Urban,N,REG,0,0,TVS SPORT KLS,SPORT,Petrol,62874,54249,0.862820879854948,56976.0,42.13333333333333,0.8666666666666667,A,A,A,A,No,0,23000.0,70.0,40.36787419264252,33976.0,59.63212580735748,63.4189012946528,3-5 Years,17057.944913264233,45816.05508673577,72.86963623554374,Critical,37.57337250135416,50,24,17188.973919642485,0.35,13016.869280357518,30205.843200000003
ASSET_5483,39,M,-1,SEP,50000,N,VERY HIGH RISK,2023-11-18,2026-03-19,2026-04-28,36,25.93,4,2026,3,2026,HARYANA,NORTH I,HR,07 Rural,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,91017,85885,0.943614929079183,109076.0,28.4,1.333333333333333,G,G,G,G,No,0,28000.0,100.0,25.67017492390627,81076.0,74.32982507609374,69.23651625520507,2-3 Years,31418.29416943304,59598.70583056696,65.48085064390933,High,52.73004977967848,65,36,57005.934450497945,0.18,9804.007049502054,66809.9415
ASSET_5484,25,M,734,SEP,35000,N,MEDIUM RISK,2024-09-24,2025-11-15,2025-12-29,35,22.36,12,2025,11,2025,HARYANA,NORTH I,HR,04 Metro,N,REG,0,0,TVS SPORT ES,SPORT,Petrol,76203,68211,0.895122239281918,65898.0,13.9,1.466666666666667,G,G,G,G,No,0,31500.0,100.0,47.801147227533455,34398.0,52.198852772466545,58.66304476201725,1-2 Years,27430.47017946336,48772.52982053664,64.00342482649849,High,38.436363615691974,65,36,37144.4451323034,0.18,7340.495367696595,44484.9405
ASSET_5485,35,M,-1,SAL,35000,N,VERY HIGH RISK,2023-03-31,2025-05-27,2025-06-25,36,24.4,6,2025,5,2025,HARYANA,NORTH I,HR,07 Rural,N,UN-REG,0,0,TVS SPORT ES,SPORT,Petrol,73784,67145,0.910021142795186,37431.0,26.26666666666667,0.9666666666666668,A,A,A,A,No,0,21000.0,70.0,56.1032299430953,16431.0,43.89677005690471,71.53854494199284,2-3 Years,18402.34355480976,55381.65644519024,75.05916790251305,Critical,42.33916400687519,50,24,32090.21024418341,0.35,17059.92975581658,49150.13999999999
ASSET_5486,31,M,745,SEP,30000,N,HIGH RISK,2024-10-02,2025-04-08,2025-05-26,35,26.75,5,2025,4,2025,HARYANA,NORTH I,HR,06 Semi-Urban,Y,REG,0,0,TVS SPORT ES,SPORT,Petrol,76000,72200,0.95,73736.0,6.266666666666667,1.6,G,G,G,G,No,0,36000.0,100.0,48.82282738418141,37736.0,51.1771726158186,52.63157894736842,0-1 Year,35398.851950282304,40601.148049717696,53.42256322331276,Low,61.19129530331766,85,60,55227.00722517513,0.03,1104.0344414915307,56331.041666666664
ASSET_5487,54,F,-1,SEP,30000,N,VERY HIGH RISK,2024-11-01,2025-04-28,2025-06-23,36,25.84,6,2025,4,2025,HARYANA,NORTH I,HR,07 Rural,N,REG,0,0,TVS XL 100 HD ITS,MOPEDS,Petrol,72867,71020,0.9746524489823926,69746.0,5.933333333333334,1.866666666666667,G,G,G,G,No,0,37000.0,100.0,53.04963725518309,32746.0,46.95036274481691,49.22255616396997,0-1 Year,33865.0643893739,39001.9356106261,53.524826890946656,Low,57.347801001526264,85,60,53940.055931681214,0.03,1114.6480683187829,55054.704
ASSET_5488,27,F,-1,SEP,34000,N,VERY HIGH RISK,2022-10-26,2025-03-21,2025-04-28,36,25.31,4,2025,3,2025,HARYANA,NORTH I,HR,07 Rural,N,REG,0,0,TVS XL 100 HD ITS,MOPEDS,Petrol,67355,61967,0.920005938683097,33308.0,29.23333333333333,1.266666666666667,A,A,A,A,No,0,20000.0,70.0,60.04563468235859,13308.0,39.95436531764141,70.30658451488382,2-3 Years,20856.922349399087,46498.07765060091,69.03433694692438,Critical,48.65632722811876,50,24,32663.015922289684,0.35,14388.527177710319,47051.5431
ASSET_5489,38,F,672,SEP,25000,N,HIGH RISK,2023-01-12,2025-11-14,2025-12-29,23,25.35,12,2025,11,2025,HARYANA,NORTH I,HR,05 Urban,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,89800,61950,0.6898663697104677,19740.0,34.56666666666667,1.5,A,A,A,A,No,0,28000.0,70.0,141.84397163120568,-8260.0,-41.84397163120568,68.8195991091314,2-3 Years,32086.288692150814,57713.71130784918,64.26916626709263,High,50.813655554358505,65,36,24724.48821458715,0.18,5375.468035412853,30099.956250000003
ASSET_5490,37,M,-1,SEP,30000,N,VERY HIGH RISK,2022-10-15,2026-04-30,2026-05-27,36,26.19,5,2026,4,2026,HARYANA,NORTH I,HR,06 Semi-Urban,N,REG,0,0,TVS SPORT ELS,SPORT,Petrol,77697,66000,0.8494536468589521,10619.0,43.1,0.9,A,A,A,A,No,0,20000.0,70.0,188.3416517562859,-9381.0,-88.3416517562859,74.25898039821357,3-5 Years,20016.243115324276,57680.75688467572,74.23807468071575,Critical,50.15837216262066,50,24,35761.8850903635,0.35,16094.314909636501,51856.200000000004
