Agmt Id,Cust Age,Cust Gender,Cust Cibil Score,Cust Employment Type,Cust Net Salary,Coborrower Flag,App Score Risk,Agmt Date,Seizure Date,Sold Date,Tenure,Cust Net IRR,Sold Date Month,Sold Date Year,Seizure Date Month,Seizure Date Year,Cust Branch,Cust Region,Cust State,Pincode Tier,RC Availability,Registration Flag,Asset Disc Flag,Asset Alloy Flag,Asset Variant,Asset Model,Asset Fuel Type,Asset Cost At Disbursal,Loan Amount,LTV,OS Balance At Liquidation,Asset Age Months At Seizure,Months Spent In Yard,Asset Bodycondition,Asset Tyrecondition,Asset Generalcondition,Asset Enginecondition,Asset Accident Flag,Traiffic Challan Amount,Target Sold Amount At Liquidation,Asset_Health_Index,Recovery_Efficiency_Index,LGD,LGD_pct,Depreciation_Pct,Asset_Age_Group,Residual_Value_Forecast,Residual_Loss,Residual_Risk_Score,Risk_Band,Profitability_Score
ASSET_5080,65,M,-1,SEP,32000,N,ULTRA LOW RISK,2024-07-30,2025-07-31,2025-08-27,17,25.7,8,2025,7,2025,HARYANA,NORTH I,DL,07 Rural,N,REG,0,0,TVS XL 100 HD ITS,MOPEDS,Petrol,74153,35400,0.4773913395277332,33360.0,12.2,0.9,G,A,G,A,No,0,24000.0,83.5,71.94244604316546,9360.0,28.05755395683453,67.63448545574691,1-2 Years,26177.44899710999,47975.55100289001,64.6980580730247,High,52.096360252942716
ASSET_5081,27,M,738,SEP,35000,N,VERY HIGH RISK,2024-09-27,2026-02-21,2026-03-28,48,25.22,3,2026,2,2026,NCR,NORTH I,DL,06 Semi-Urban,N,REG,1,0,APACHE RTR 160 2V DISC,APACHE,Petrol,153964,135442,0.8796991504507548,117238.0,17.06666666666667,1.166666666666667,A,A,A,A,No,8000,57000.0,70.0,48.61904843139596,60238.0,51.38095156860404,62.978358577329765,1-2 Years,58053.959129290015,95910.04087070999,62.29380950787845,High,51.09573069906943
ASSET_5082,27,M,638,SAL,50000,N,MEDIUM RISK,2024-03-22,2025-09-22,2025-10-27,23,21.1,10,2025,9,2025,NCR,NORTH I,DL,04 Metro,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,95758,61634,0.6436433509471794,29239.0,18.3,1.166666666666667,G,G,G,G,No,8000,30000.0,100.0,102.6026881904306,-761.0,-2.602688190430589,68.67102487520624,1-2 Years,38391.048775242176,57366.951224757824,59.908259596856475,Medium,34.88416329214344
ASSET_5083,28,M,-1,SAL,35000,N,MEDIUM RISK,2024-12-11,2025-11-14,2025-12-29,23,22.67,12,2025,11,2025,NCR,NORTH I,DL,06 Semi-Urban,N,REG,0,0,RADEON DRUM,RADEON,Petrol,85978,68750,0.7996231594128731,48595.0,11.26666666666667,1.5,G,G,G,G,No,17000,25000.0,100.0,51.44562197756971,23595.0,48.55437802243029,70.92279420316825,0-1 Year,27988.484996749074,57989.51500325093,67.44692247231959,Critical,38.2928955200064
ASSET_5084,31,M,-1,SAL,30000,N,VERY HIGH RISK,2023-10-18,2025-10-16,2025-11-28,23,25.54,11,2025,10,2025,HARYANA,NORTH I,DL,06 Semi-Urban,N,REG,0,0,TVS SPORT ES,SPORT,Petrol,75458,69153,0.9164435845105888,18726.0,24.3,1.433333333333333,G,A,A,A,No,2000,13200.0,76.0,70.49022749118872,5526.0,29.509772508811277,82.50682498873546,2-3 Years,22319.794290920505,53138.2057090795,70.42090395859883,Critical,49.03783927912047
ASSET_5085,23,F,772,SAL,34000,N,LOW RISK,2024-07-01,2025-07-15,2025-08-26,23,20.92,8,2025,7,2025,DELHI,NORTH I,DL,01 Megapolis (A),N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,113700,103694,0.9119964819700968,69486.31,12.63333333333333,1.4,A,A,A,A,No,4000,54000.0,70.0,77.71314953981583,15486.309999999998,22.28685046018417,52.5065963060686,1-2 Years,50451.38428987441,63248.61571012559,55.627630351913446,Low,35.92024362108789
ASSET_5086,53,M,722,SEP,25000,N,HIGH RISK,2024-04-14,2025-06-16,2025-07-15,29,21.07,7,2025,6,2025,DELHI,NORTH I,DL,01 Megapolis (A),N,REG,0,0,APACHE RTR 160 2V DRUM,APACHE,Petrol,145314,124156,0.8543980621275308,97403.0,14.26666666666667,0.9666666666666668,A,A,A,A,No,0,80000.0,70.0,82.1329938502921,17403.0,17.867006149707915,44.946804850186496,1-2 Years,67237.69760757757,78076.30239242243,53.72937390232354,Low,37.33958779245338
ASSET_5087,32,F,-1,SAL,25000,N,VERY HIGH RISK,2024-11-22,2026-04-17,2026-05-28,29,19.88,5,2026,4,2026,NCR,NORTH I,DL,06 Semi-Urban,Y,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,93543,84170,0.8998000919363287,57307.0,17.03333333333333,1.366666666666667,G,G,G,G,Yes,1000,38000.0,100.0,66.30952588688992,19307.0,33.69047411311009,59.3769710186759,1-2 Years,36179.72024334592,57363.27975665408,61.322899368904224,High,29.19775913390849
ASSET_5088,28,F,739,SAL,65000,N,LOW RISK,2024-06-18,2025-03-24,2025-04-23,23,21.1,4,2025,3,2025,DELHI,NORTH I,DL,01 Megapolis (A),N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,89000,76969,0.8648202247191011,67606.0,9.3,1.0,A,A,A,A,No,1000,51000.0,70.0,75.43709138242168,16606.0,24.562908617578323,42.69662921348314,0-1 Year,49855.74933631914,39144.25066368086,43.98230411649535,Low,41.5359308734879
ASSET_5089,33,M,744,NREGI,30000,N,VERY HIGH RISK,2023-12-13,2025-12-19,2026-01-24,23,24.35,1,2026,12,2025,DELHI,NORTH I,DL,01 Megapolis (A),N,REG,1,0,NTORQ XT,NTORQ,Petrol,124256,111760,0.8994334277620396,29025.0,24.56666666666667,1.2,A,A,A,A,No,1500,45000.0,70.0,155.0387596899225,-15975.0,-55.03875968992248,63.78444501673963,2-3 Years,42847.09929702857,81408.90070297143,65.51707821189434,High,46.11575870763489
ASSET_5090,28,M,-1,SAL,24000,N,VERY HIGH RISK,2024-05-04,2025-12-31,2026-01-29,35,24.27,1,2026,12,2025,NCR,NORTH I,DL,06 Semi-Urban,N,REG,0,0,TVS SPORT ELS,SPORT,Petrol,80640,73225,0.9080481150793652,48445.0,20.2,0.9666666666666668,G,G,G,G,No,5000,27000.0,100.0,55.73330581071318,21445.0,44.266694189286824,66.51785714285714,1-2 Years,23835.59908919673,56804.40091080327,70.44196541518262,Critical,43.724654503391356
ASSET_5091,22,M,-1,SEP,30000,N,HIGH RISK,2023-12-29,2025-09-03,2025-12-30,36,26.87,12,2025,9,2025,HARYANA,NORTH I,DL,07 Rural,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,115600,100259,0.8672923875432526,98959.01,20.46666666666667,3.933333333333333,P,P,P,P,No,35500,12500.0,30.0,12.631492574551828,86459.01,87.36850742544817,89.18685121107266,1-2 Years,27968.943965889808,87631.0560341102,75.80541179421297,Critical,52.3438898476013
ASSET_5092,57,M,546,SAL,35000,N,VERY HIGH RISK,2023-07-22,2025-05-17,2025-06-25,23,28.08,6,2025,5,2025,NCR,NORTH I,DL,04 Metro,N,REG,0,0,TVS SPORT ES,SPORT,Petrol,74800,63580,0.85,44214.0,22.16666666666667,1.3,A,A,A,A,No,8000,27000.0,70.0,61.06663047903379,17214.0,38.93336952096621,63.903743315508024,1-2 Years,22971.441878222435,51828.55812177756,69.28951620558497,Critical,60.119160281254494
ASSET_5093,24,F,-1,SAL,25000,N,HIGH RISK,2023-08-24,2025-05-31,2025-06-24,48,23.24,6,2025,5,2025,DELHI,NORTH I,DL,01 Megapolis (A),N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,93681,85990,0.9179022427173066,74255.0,21.53333333333333,0.8,A,A,A,A,No,1000,41000.0,70.0,55.21513702780958,33255.0,44.784862972190425,56.234455225712786,1-2 Years,42122.1988457706,51558.8011542294,55.03656147375604,Low,45.85702015449008
ASSET_5094,27,M,-1,SEP,32000,N,VERY HIGH RISK,2022-10-31,2025-06-25,2025-07-25,36,25.3,7,2025,6,2025,HARYANA,NORTH I,DL,05 Urban,N,REG,1,0,APACHE RTR 160 2V DISC,APACHE,Petrol,143371,108350,0.7557316333149661,81953.19,32.26666666666667,1.0,A,G,G,A,No,1500,58500.0,83.5,71.3822122116296,23453.19,28.617787788370418,59.19676922111166,2-3 Years,52954.05351441548,90416.94648558451,63.06501767134534,High,51.10775613798859
ASSET_5095,21,M,-1,SAL,70000,N,LOW RISK,2025-03-27,2026-02-20,2026-03-31,23,17.14,3,2026,2,2026,DELHI,NORTH I,DL,01 Megapolis (A),N,REG,0,0,TVS RAIDER DRUM,RAIDER,Petrol,102304,86653,0.8470147794807632,74109.0,11.0,1.3,G,G,G,G,No,18000,40000.0,100.0,53.97455099920387,34109.0,46.02544900079613,60.90084454175789,0-1 Year,43191.24740891769,59112.75259108231,57.781467578083266,Medium,19.232790266149603
ASSET_5096,25,M,704,SEP,35000,N,MEDIUM RISK,2024-10-17,2026-01-07,2026-03-28,29,22.76,3,2026,1,2026,NCR,NORTH I,DL,01 Megapolis (A),N,REG,1,0,NTORQ RACE XP,NTORQ,Petrol,119760,101500,0.8475283901135604,78363.0,14.9,2.666666666666667,A,A,A,A,No,23000,33000.0,70.0,42.11171088396309,45363.0,57.88828911603691,72.44488977955912,1-2 Years,33937.83919348245,85822.16080651755,71.66179092060584,Critical,36.9083798777316
ASSET_5097,40,M,754,SAL,38000,N,LOW RISK,2025-07-25,2026-05-13,2026-06-27,36,19.94,6,2026,5,2026,DELHI,NORTH I,DL,01 Megapolis (A),N,REG,1,0,NTORQ RACE XP,NTORQ,Petrol,117148,105303,0.8988885853791785,103902.0,9.733333333333333,1.5,G,G,G,G,No,0,52000.0,100.0,50.04715982368001,51902.0,49.952840176319995,55.61170485198211,0-1 Year,55734.31566024411,61413.68433975589,52.42401435769786,Low,33.165142783472014
ASSET_5098,22,M,-1,SAL,30000,N,LOW RISK,2024-12-19,2026-02-14,2026-03-30,23,17.2,3,2026,2,2026,NCR,NORTH I,DL,06 Semi-Urban,N,REG,0,0,TVS RAIDER DRUM,RAIDER,Petrol,103000,94170,0.9142718446601942,58808.0,14.06666666666667,1.466666666666667,G,G,G,G,No,5000,35000.0,100.0,59.51571214800707,23808.0,40.48428785199293,66.01941747572816,1-2 Years,40720.98848330134,62279.01151669866,60.46505972495015,Medium,18.362539767687274
ASSET_5099,54,M,644,SEP,30000,N,MEDIUM RISK,2025-07-09,2026-02-19,2026-03-26,23,22.56,3,2026,2,2026,NCR,NORTH I,DL,05 Urban,N,REG,0,0,TVS SPORT ELS,SPORT,Petrol,78552,66737,0.8495900804562583,55983.0,7.5,1.166666666666667,G,G,G,G,No,14000,28000.0,100.0,50.0151831806084,27983.0,49.9848168193916,64.35482228332823,0-1 Year,25789.244271111835,52762.755728888165,67.16920731348426,Critical,37.94945316542771
ASSET_5100,41,M,-1,SAL,40000,N,VERY HIGH RISK,2023-03-28,2025-08-23,2025-09-25,36,25.03,9,2025,8,2025,HARYANA,NORTH I,DL,07 Rural,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,93444,85900,0.9192671546594752,50396.0,29.3,1.1,P,P,P,P,No,0,33000.0,30.0,65.48138741169934,17396.0,34.518612588300655,64.6847309618595,2-3 Years,28357.51340552504,65086.48659447496,69.65293287367295,Critical,47.228487900845536
ASSET_5101,25,M,698,SAL,29000,N,HIGH RISK,2024-11-12,2025-03-11,2025-04-28,23,20.54,4,2025,3,2025,DELHI,NORTH I,DL,01 Megapolis (A),N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,117352,97711,0.8326317404049356,100228.0,3.966666666666667,1.6,A,A,A,A,No,0,61600.0,70.0,61.459871492995966,38628.0,38.54012850700403,47.50835094416797,0-1 Year,57309.031325251664,60042.968674748336,51.16484480430529,Low,36.19706816856322
ASSET_5102,25,M,736,SAL,35000,N,HIGH RISK,2024-01-22,2026-05-19,2026-06-25,23,20.31,6,2026,5,2026,HARYANA,NORTH I,DL,07 Rural,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,116200,106731,0.9185111876075732,10884.0,28.26666666666667,1.233333333333333,A,A,A,A,No,13000,34600.0,70.0,317.8978316795296,-23716.0,-217.89783167952956,70.22375215146299,2-3 Years,34735.51755517721,81464.48244482279,70.1071277494172,Critical,27.324838855710865
ASSET_5103,22,F,-1,SAL,28000,N,MEDIUM RISK,2023-10-11,2025-07-31,2025-09-25,36,25.41,9,2025,7,2025,NCR,NORTH I,DL,05 Urban,N,REG,1,1,JUPITER 125 DISC,JUPITER,Petrol,111086,94341,0.8492609329708514,54461.0,21.96666666666667,1.866666666666667,P,P,P,P,Yes,48000,20000.0,30.0,36.72352692752611,34461.0,63.27647307247389,81.99593108042419,1-2 Years,17210.437675781952,93875.56232421804,84.50710469745786,Critical,42.611510171205644
ASSET_5104,24,F,-1,SAL,20000,N,MEDIUM RISK,2022-09-07,2025-09-18,2026-02-10,29,22.77,2,2026,9,2025,DELHI,NORTH I,DL,01 Megapolis (A),N,REG,1,0,NTORQ RACE XP,NTORQ,Petrol,108475,91950,0.8476607513251901,103610.0,36.9,4.833333333333333,A,A,A,A,No,11000,26000.0,70.0,25.094102885821833,77610.0,74.90589711417816,76.03134362756396,3-5 Years,24735.75790946773,83739.24209053227,77.19681225216158,Critical,34.63834347446906
ASSET_5105,30,M,702,SEP,45000,N,VERY HIGH RISK,2022-04-30,2025-07-15,2025-08-28,23,22.83,8,2025,7,2025,NCR,NORTH I,DL,05 Urban,N,REG,0,0,TVS SPORT ELS,SPORT,Petrol,74148,46949,0.6331795867724012,29352.0,39.06666666666667,1.466666666666667,A,A,A,A,No,49000,16000.0,70.0,54.51076587626056,13352.0,45.48923412373944,78.42153530776285,3-5 Years,11384.033982457193,62763.96601754281,84.64687654089498,Critical,31.777288411109744
ASSET_5106,22,M,760,SAL,35000,N,LOW RISK,2025-01-29,2025-10-31,2025-11-27,36,20.12,11,2025,10,2025,DELHI,NORTH I,DL,01 Megapolis (A),Y,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,117352,96746,0.8244086168109619,87060.6,9.166666666666666,0.9,G,G,G,G,No,0,60000.0,100.0,68.91751262913418,27060.60000000001,31.082487370865813,48.87177040016361,0-1 Year,61338.185293813265,56013.814706186735,47.731452984343456,Low,35.87688019328857
ASSET_5107,22,M,-1,SAL,35000,N,VERY HIGH RISK,2024-10-05,2025-03-11,2025-04-24,35,20.87,4,2025,3,2025,DELHI,NORTH I,DL,01 Megapolis (A),Y,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,113700,109779,0.9655145118733508,112550.0,5.233333333333333,1.466666666666667,G,G,G,G,No,0,70000.0,100.0,62.194580186583735,42550.0,37.80541981341626,38.43447669305189,0-1 Year,63088.95330415807,50611.04669584193,44.51279392774136,Low,40.35372485834558
ASSET_5108,53,F,741,SEP,30000,N,MEDIUM RISK,2022-10-27,2026-06-09,2026-07-27,36,22.93,7,2026,6,2026,DELHI,NORTH I,DL,01 Megapolis (A),N,REG,1,0,NTORQ RACE EDITION DISC,NTORQ,Petrol,106169,95450,0.8990383256882895,14972.0,44.03333333333333,1.6,G,G,G,G,No,260000,17000.0,100.0,113.54528453112476,-2028.0,-13.545284531124766,83.9877930469346,3-5 Years,20183.827757798783,85985.17224220122,80.98896310806471,Critical,33.72275143889581
ASSET_5109,28,F,-1,SAL,20000,N,VERY HIGH RISK,2023-11-18,2025-08-12,2025-09-27,23,22.11,9,2025,8,2025,HARYANA,NORTH I,DL,06 Semi-Urban,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,94466,79674,0.8434145618529418,61201.0,21.1,1.533333333333333,P,P,P,P,No,11000,25000.0,30.0,40.84900573520041,36201.0,59.15099426479959,73.5354519086232,1-2 Years,25612.81389993448,68853.18610006552,72.886738191588,Critical,33.68191388088269
ASSET_5110,21,M,737,SAL,29000,N,MEDIUM RISK,2025-01-24,2025-06-30,2025-07-26,36,20.47,7,2025,6,2025,DELHI,NORTH I,DL,01 Megapolis (A),N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,117511,105612,0.8987413944226498,104450.35,5.233333333333333,0.8666666666666667,A,A,G,A,No,0,70000.0,77.5,67.01748725590674,34450.350000000006,32.98251274409325,40.43110857706938,0-1 Year,57996.7788013584,59514.2211986416,50.64565972431653,Low,36.12154749888427
ASSET_5111,36,F,667,SEP,38500,N,MEDIUM RISK,2024-01-25,2025-06-28,2025-07-26,36,25.75,7,2025,6,2025,DELHI,NORTH I,DL,01 Megapolis (A),N,REG,1,0,JUPITER 125 DISC,JUPITER,Petrol,115611,99578,0.8613194246222245,90383.0,17.33333333333333,0.9333333333333332,A,A,G,A,No,0,51300.0,77.5,56.758461215051504,39083.0,43.241538784948496,55.627059708851235,1-2 Years,46077.899698182955,69533.10030181704,60.14401769884963,Medium,54.20727296754876
ASSET_5112,23,M,-1,SEP,25000,N,VERY HIGH RISK,2023-07-28,2025-03-18,2025-04-29,17,28.02,4,2025,3,2025,NCR,NORTH I,DL,06 Semi-Urban,N,REG,0,0,TVS XL 100 WINNER ITS,MOPEDS,Petrol,73835,67153,0.9095009142005824,22575.0,19.96666666666667,1.4,A,A,A,A,No,1000,23000.0,70.0,101.88261351052049,-425.0,-1.8826135105204873,68.84946163743481,1-2 Years,25493.278171182646,48341.72182881735,65.47263740613172,High,61.462748748376875
ASSET_5113,33,M,640,SEP,29000,N,VERY HIGH RISK,2024-06-19,2025-06-10,2025-10-31,23,20.83,10,2025,6,2025,DELHI,NORTH I,DL,01 Megapolis (A),N,REG,1,0,NTORQ SUPER SQUAD,NTORQ,Petrol,113458,91213,0.8039362583511079,85223.0,11.86666666666667,4.766666666666667,P,P,P,A,No,12500,24100.0,44.0,28.27875104138554,61123.0,71.72124895861445,78.75865959209575,0-1 Year,32446.48587369606,81011.51412630394,71.40220533263758,Critical,28.955801366665394
ASSET_5114,23,M,739,SAL,30000,N,VERY HIGH RISK,2024-06-27,2025-10-26,2025-11-28,35,19.52,11,2025,10,2025,HARYANA,NORTH I,DL,05 Urban,N,REG,0,0,TVS SPORT ES,SPORT,Petrol,76414,68684,0.8988405266050724,50809.0,16.2,1.1,G,A,G,A,No,0,27500.0,83.5,54.12426932236415,23309.0,45.87573067763585,64.01183029287827,1-2 Years,28358.520985299947,48055.47901470005,62.88831760502009,High,27.040327411243524
ASSET_5115,21,M,-1,SAL,25000,N,LOW RISK,2025-03-10,2025-11-17,2025-12-31,36,20.82,12,2025,11,2025,NCR,NORTH I,DL,06 Semi-Urban,N,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,118181,106263,0.8991546864555217,102324.0,8.4,1.466666666666667,G,G,G,G,No,7000,43000.0,100.0,42.02337672491302,59324.0,57.97662327508698,63.6151327201496,0-1 Year,48660.09720915267,69520.90279084732,58.825786540008394,Medium,34.16680664408351
ASSET_5116,28,F,708,SEP,45000,N,MEDIUM RISK,2023-04-29,2025-04-15,2025-05-24,36,23.93,5,2025,4,2025,NCR,NORTH I,DL,04 Metro,N,REG,1,0,JUPITER 110 DISC,JUPITER,Petrol,107200,97304,0.9076865671641792,75560.0,23.9,1.3,A,A,A,A,No,11000,43500.0,70.0,57.57014293276866,32060.0,42.42985706723134,59.42164179104478,1-2 Years,36991.018922808886,70208.98107719111,65.49345249737976,High,44.37141934199936
ASSET_5117,31,M,667,SEP,35000,N,VERY HIGH RISK,2023-10-29,2025-09-08,2025-10-31,29,25.14,10,2025,9,2025,HARYANA,NORTH I,DL,05 Urban,N,REG,1,0,NTORQ RACE EDITION DISC,NTORQ,Petrol,114278,96804,0.8470921787220638,85014.0,22.66666666666667,1.766666666666667,G,A,G,A,No,10500,37000.0,83.5,43.52224339520549,48014.0,56.47775660479451,67.62281453998145,1-2 Years,34354.715895488414,79923.28410451158,69.93759437906822,Critical,47.569028986303294
ASSET_5118,49,M,-1,SEP,35000,N,LOW RISK,2025-07-10,2025-09-30,2025-11-26,38,23.59,11,2025,9,2025,NCR,NORTH I,DL,05 Urban,Y,REG,0,0,APACHE RTR 160 2V DRUM,APACHE,Petrol,151153,132677,0.8777662368593412,139619.0,2.733333333333333,1.9,A,A,A,A,No,2000,82000.0,70.0,58.731261504523026,57619.0,41.268738495476974,45.75033244460911,0-1 Year,76957.28129506683,74195.71870493317,49.08650089970637,Low,49.804011381843424
ASSET_5119,44,M,767,SEP,35000,N,ULTRA LOW RISK,2025-07-11,2026-01-12,2026-03-27,36,18.94,3,2026,1,2026,DELHI,NORTH I,DL,01 Megapolis (A),N,REG,0,0,RADEON DRUM,RADEON,Petrol,73900,66499,0.899851150202977,66229.0,6.166666666666667,2.466666666666667,A,A,A,A,No,0,34500.0,70.0,52.09198387413368,31729.0,47.90801612586632,53.31529093369418,0-1 Year,40249.56720517088,33650.43279482912,45.53509173860503,Low,31.865744220485265
ASSET_5120,53,M,-1,SAL,30000,N,HIGH RISK,2023-11-29,2025-12-08,2026-01-31,36,24.49,1,2026,12,2025,NCR,NORTH I,DL,04 Metro,N,REG,0,0,TVS SPORT ES,SPORT,Petrol,75458,70224,0.9306369105992738,44562.0,24.66666666666667,1.8,A,A,A,A,No,5000,21000.0,70.0,47.1253534401508,23562.0,52.8746465598492,72.1699488457155,2-3 Years,21066.58407762833,54391.41592237167,72.08170892731277,Critical,43.958655907441866
ASSET_5121,28,M,593,SAL,45000,N,VERY HIGH RISK,2023-06-30,2025-10-29,2025-11-29,34,26.84,11,2025,10,2025,NCR,NORTH I,DL,05 Urban,N,REG,1,0,NTORQ RACE EDITION DISC,NTORQ,Petrol,114572,97374,0.8498935167405649,42683.0,28.4,1.033333333333333,A,A,A,A,No,55000,22000.0,70.0,51.54276878382495,20683.0,48.45723121617505,80.79810075760221,2-3 Years,22825.017896633533,91746.98210336646,80.0780139155871,Critical,50.43405865468791
ASSET_5122,28,M,-1,NREGI,28000,N,LOW RISK,2023-10-05,2025-06-28,2025-07-26,27,24.7,7,2025,6,2025,NCR,NORTH I,DL,06 Semi-Urban,N,REG,0,0,STAR CITY DRUM,CITY PLUS,Petrol,93600,79244,0.8466239316239316,43386.0,21.06666666666667,0.9333333333333332,A,A,A,A,No,8000,26500.0,70.0,61.07961093440281,16886.0,38.9203890655972,71.6880341880342,1-2 Years,25334.681528406098,68265.3184715939,72.93303255512168,Critical,44.48018851014026
ASSET_5123,23,M,710,SAL,32500,N,VERY HIGH RISK,2024-07-12,2025-04-29,2025-05-22,35,21.9,5,2025,4,2025,HARYANA,NORTH I,DL,05 Urban,N,REG,0,0,JUPITER 110 DRUM,JUPITER,Petrol,96635,86732,0.897521601904072,80576.0,9.7,0.7666666666666667,G,G,G,G,No,0,41000.0,100.0,50.883637807783956,39576.0,49.116362192216044,57.57230816991773,0-1 Year,46554.55216077099,50080.44783922901,51.82433677159312,Low,41.60190883412127
ASSET_5124,30,M,-1,NREGI,25000,N,HIGH RISK,2024-12-13,2025-08-07,2025-09-29,29,22.98,9,2025,8,2025,NCR,NORTH I,DL,06 Semi-Urban,Y,REG,1,0,TVS RAIDER DRUM,RAIDER,Petrol,127650,89277,0.6993889541715629,96372.0,7.9,1.766666666666667,G,G,G,G,No,0,60500.0,100.0,62.77757024861993,35872.0,37.22242975138007,52.60477869173521,0-1 Year,56010.532595514815,71639.46740448519,56.12179193457516,Medium,44.31781602075458
ASSET_5125,44,M,786,SAL,23850,N,LOW RISK,2024-12-01,2026-04-08,2026-05-28,35,23.73,5,2026,4,2026,NCR,NORTH I,DL,06 Semi-Urban,N,REG,1,0,JUPITER 125 DISC,JUPITER,Petrol,118955,110986,0.933008280442184,87003.0,16.43333333333333,1.666666666666667,G,G,G,G,No,27500,33000.0,100.0,37.92972656115307,54003.0,62.07027343884693,72.25841704846371,1-2 Years,33631.81639565712,85323.18360434288,71.7272780499709,Critical,40.93241099184358
ASSET_5126,53,F,761,SEP,25000,N,MEDIUM RISK,2025-10-08,2026-05-26,2026-06-27,36,20.01,6,2026,5,2026,DELHI,NORTH I,DL,01 Megapolis (A),Y,REG,1,0,NTORQ RACE XP,NTORQ,Petrol,112791,101350,0.8985646017856035,93395.0,7.666666666666667,1.066666666666667,A,G,A,A,No,0,52000.0,76.0,55.67749879543873,41395.0,44.32250120456127,53.89703079146386,0-1 Year,58141.54361653701,54649.45638346299,48.4519654790391,Low,35.11650973962368
ASSET_5127,25,F,-1,SEP,38000,N,MEDIUM RISK,2024-04-13,2025-06-28,2025-07-26,36,21.69,7,2025,6,2025,DELHI,NORTH I,DL,01 Megapolis (A),Y,REG,1,0,TVS RAIDER DISC,RAIDER,Petrol,114911,97899,0.851954991254101,91163.09,14.7,0.9333333333333332,G,A,G,A,No,23500,45000.0,83.5,49.362082834182125,46163.09,50.63791716581787,60.8392582085266,1-2 Years,41022.66605169655,73888.33394830345,64.300488158926,High,35.513911703990416
ASSET_5128,39,M,717,SAL,25000,N,HIGH RISK,2024-02-11,2025-09-26,2025-11-29,36,28.11,11,2025,9,2025,NCR,NORTH I,DL,06 Semi-Urban,N,REG,0,0,RADEON DRUM,RADEON,Petrol,94186,80366,0.8532690633427473,55118.0,19.76666666666667,2.133333333333333,A,A,A,A,No,10000,26000.0,70.0,47.1715229144744,29118.0,52.828477085525606,72.39504809632005,1-2 Years,27030.801311486193,67155.1986885138,71.30061653378826,Critical,59.40448782686987
ASSET_5129,22,F,-1,SAL,28000,N,VERY HIGH RISK,2023-12-21,2025-03-29,2025-04-28,29,22.18,4,2025,3,2025,NCR,NORTH I,DL,05 Urban,Y,REG,1,0,NTORQ RACE EDITION DISC,NTORQ,Petrol,114853,94240,0.8205271085648612,61492.0,15.46666666666667,1.0,A,A,A,A,No,4500,40000.0,70.0,65.0491120796201,21492.0,34.950887920379884,65.17287315089723,1-2 Years,38689.49424988747,76163.50575011253,66.31390190078842,Critical,36.71954742966548
ASSET_5130,29,M,646,SEP,30000,N,VERY HIGH RISK,2024-06-23,2025-10-10,2025-12-27,35,22.01,12,2025,10,2025,DELHI,NORTH I,DL,01 Megapolis (A),N,REG,0,0,TVS IQUBE 3.5KWH,TVS,EV,144000,114854,0.7975972222222222,96968.0,15.8,2.6,G,G,G,G,No,0,67000.0,100.0,69.09495916178533,29968.0,30.90504083821467,53.47222222222222,1-2 Years,58952.00188750122,85047.99811249878,59.06110980034638,Medium,39.03877295589611
ASSET_5131,23,M,720,SAL,45000,N,HIGH RISK,2025-05-11,2026-03-11,2026-04-30,23,17.24,4,2026,3,2026,NCR,NORTH I,DL,04 Metro,N,REG,0,0,TVS SPORT ES,SPORT,Petrol,77034,63618,0.8258431342004829,54376.0,10.13333333333333,1.666666666666667,G,G,G,G,No,0,29100.0,100.0,53.51625717228189,25276.0,46.48374282771811,62.224472310927645,0-1 Year,32087.90889326426,44946.09110673574,58.34578381849019,Medium,19.414761584062237
ASSET_5132,22,M,-1,SAL,18000,N,HIGH RISK,2023-03-07,2025-11-12,2025-12-29,36,23.63,12,2025,11,2025,NCR,NORTH I,DL,04 Metro,N,REG,0,0,TVS SPORT ES,SPORT,Petrol,72732,64950,0.8930044547104439,17730.0,32.7,1.566666666666667,G,G,G,G,No,26000,13000.0,100.0,73.32205301748449,4730.0,26.67794698251551,82.12616179948303,2-3 Years,15405.86469462705,57326.135305372954,78.81831285455226,Critical,37.55304181810632
